,Unnamed: 0,seconds_since_hr_recording,value,id
0,0,0.0,-0.993068906930271,"(1, 19)"
1,1,300.0,-0.1815895481218773,"(1, 19)"
2,2,600.0,0.8032296993644633,"(1, 19)"
3,3,900.0,0.648477269676684,"(1, 19)"
4,4,1200.0,0.7391245413384402,"(1, 19)"
5,5,1500.0,0.298513911904425,"(1, 19)"
6,6,1800.0,0.7084811478338315,"(1, 19)"
7,7,2100.0,0.82994844537838,"(1, 19)"
8,8,2400.0,0.5715302405236435,"(1, 19)"
9,9,2700.0,-0.2649267183777564,"(1, 19)"
10,10,3000.0,0.1575805642289282,"(1, 19)"
11,11,3300.0,0.1614785619222114,"(1, 19)"
12,12,3600.0,-0.2927068080675994,"(1, 19)"
13,13,3900.0,-1.412649050160952,"(1, 19)"
14,14,4200.0,-0.7148112448994792,"(1, 19)"
15,15,4500.0,-0.5442692750682323,"(1, 19)"
16,16,4800.0,-0.5722944809179766,"(1, 19)"
17,17,5100.0,-0.3131380611809108,"(1, 19)"
18,18,5400.0,0.2303163830987763,"(1, 19)"
19,19,5700.0,0.3333953204303195,"(1, 19)"
20,1,300.0,-0.1815895481218773,"(1, 20)"
21,2,600.0,0.8032296993644633,"(1, 20)"
22,3,900.0,0.648477269676684,"(1, 20)"
23,4,1200.0,0.7391245413384402,"(1, 20)"
24,5,1500.0,0.298513911904425,"(1, 20)"
25,6,1800.0,0.7084811478338315,"(1, 20)"
26,7,2100.0,0.82994844537838,"(1, 20)"
27,8,2400.0,0.5715302405236435,"(1, 20)"
28,9,2700.0,-0.2649267183777564,"(1, 20)"
29,10,3000.0,0.1575805642289282,"(1, 20)"
30,11,3300.0,0.1614785619222114,"(1, 20)"
31,12,3600.0,-0.2927068080675994,"(1, 20)"
32,13,3900.0,-1.412649050160952,"(1, 20)"
33,14,4200.0,-0.7148112448994792,"(1, 20)"
34,15,4500.0,-0.5442692750682323,"(1, 20)"
35,16,4800.0,-0.5722944809179766,"(1, 20)"
36,17,5100.0,-0.3131380611809108,"(1, 20)"
37,18,5400.0,0.2303163830987763,"(1, 20)"
38,19,5700.0,0.3333953204303195,"(1, 20)"
39,20,6000.0,0.4495028324114335,"(1, 20)"
40,2,600.0,0.8032296993644633,"(1, 21)"
41,3,900.0,0.648477269676684,"(1, 21)"
42,4,1200.0,0.7391245413384402,"(1, 21)"
43,5,1500.0,0.298513911904425,"(1, 21)"
44,6,1800.0,0.7084811478338315,"(1, 21)"
45,7,2100.0,0.82994844537838,"(1, 21)"
46,8,2400.0,0.5715302405236435,"(1, 21)"
47,9,2700.0,-0.2649267183777564,"(1, 21)"
48,10,3000.0,0.1575805642289282,"(1, 21)"
49,11,3300.0,0.1614785619222114,"(1, 21)"
50,12,3600.0,-0.2927068080675994,"(1, 21)"
51,13,3900.0,-1.412649050160952,"(1, 21)"
52,14,4200.0,-0.7148112448994792,"(1, 21)"
53,15,4500.0,-0.5442692750682323,"(1, 21)"
54,16,4800.0,-0.5722944809179766,"(1, 21)"
55,17,5100.0,-0.3131380611809108,"(1, 21)"
56,18,5400.0,0.2303163830987763,"(1, 21)"
57,19,5700.0,0.3333953204303195,"(1, 21)"
58,20,6000.0,0.4495028324114335,"(1, 21)"
59,21,6300.0,0.0216081847998099,"(1, 21)"
60,3,900.0,0.648477269676684,"(1, 22)"
61,4,1200.0,0.7391245413384402,"(1, 22)"
62,5,1500.0,0.298513911904425,"(1, 22)"
63,6,1800.0,0.7084811478338315,"(1, 22)"
64,7,2100.0,0.82994844537838,"(1, 22)"
65,8,2400.0,0.5715302405236435,"(1, 22)"
66,9,2700.0,-0.2649267183777564,"(1, 22)"
67,10,3000.0,0.1575805642289282,"(1, 22)"
68,11,3300.0,0.1614785619222114,"(1, 22)"
69,12,3600.0,-0.2927068080675994,"(1, 22)"
70,13,3900.0,-1.412649050160952,"(1, 22)"
71,14,4200.0,-0.7148112448994792,"(1, 22)"
72,15,4500.0,-0.5442692750682323,"(1, 22)"
73,16,4800.0,-0.5722944809179766,"(1, 22)"
74,17,5100.0,-0.3131380611809108,"(1, 22)"
75,18,5400.0,0.2303163830987763,"(1, 22)"
76,19,5700.0,0.3333953204303195,"(1, 22)"
77,20,6000.0,0.4495028324114335,"(1, 22)"
78,21,6300.0,0.0216081847998099,"(1, 22)"
79,22,6600.0,0.1795307008539364,"(1, 22)"
80,4,1200.0,0.7391245413384402,"(1, 23)"
81,5,1500.0,0.298513911904425,"(1, 23)"
82,6,1800.0,0.7084811478338315,"(1, 23)"
83,7,2100.0,0.82994844537838,"(1, 23)"
84,8,2400.0,0.5715302405236435,"(1, 23)"
85,9,2700.0,-0.2649267183777564,"(1, 23)"
86,10,3000.0,0.1575805642289282,"(1, 23)"
87,11,3300.0,0.1614785619222114,"(1, 23)"
88,12,3600.0,-0.2927068080675994,"(1, 23)"
89,13,3900.0,-1.412649050160952,"(1, 23)"
90,14,4200.0,-0.7148112448994792,"(1, 23)"
91,15,4500.0,-0.5442692750682323,"(1, 23)"
92,16,4800.0,-0.5722944809179766,"(1, 23)"
93,17,5100.0,-0.3131380611809108,"(1, 23)"
94,18,5400.0,0.2303163830987763,"(1, 23)"
95,19,5700.0,0.3333953204303195,"(1, 23)"
96,20,6000.0,0.4495028324114335,"(1, 23)"
97,21,6300.0,0.0216081847998099,"(1, 23)"
98,22,6600.0,0.1795307008539364,"(1, 23)"
99,23,6900.0,0.1385942104513636,"(1, 23)"
100,5,1500.0,0.298513911904425,"(1, 24)"
101,6,1800.0,0.7084811478338315,"(1, 24)"
102,7,2100.0,0.82994844537838,"(1, 24)"
103,8,2400.0,0.5715302405236435,"(1, 24)"
104,9,2700.0,-0.2649267183777564,"(1, 24)"
105,10,3000.0,0.1575805642289282,"(1, 24)"
106,11,3300.0,0.1614785619222114,"(1, 24)"
107,12,3600.0,-0.2927068080675994,"(1, 24)"
108,13,3900.0,-1.412649050160952,"(1, 24)"
109,14,4200.0,-0.7148112448994792,"(1, 24)"
110,15,4500.0,-0.5442692750682323,"(1, 24)"
111,16,4800.0,-0.5722944809179766,"(1, 24)"
112,17,5100.0,-0.3131380611809108,"(1, 24)"
113,18,5400.0,0.2303163830987763,"(1, 24)"
114,19,5700.0,0.3333953204303195,"(1, 24)"
115,20,6000.0,0.4495028324114335,"(1, 24)"
116,21,6300.0,0.0216081847998099,"(1, 24)"
117,22,6600.0,0.1795307008539364,"(1, 24)"
118,23,6900.0,0.1385942104513636,"(1, 24)"
119,24,7200.0,0.4929351073296039,"(1, 24)"
120,6,1800.0,0.7084811478338315,"(1, 25)"
121,7,2100.0,0.82994844537838,"(1, 25)"
122,8,2400.0,0.5715302405236435,"(1, 25)"
123,9,2700.0,-0.2649267183777564,"(1, 25)"
124,10,3000.0,0.1575805642289282,"(1, 25)"
125,11,3300.0,0.1614785619222114,"(1, 25)"
126,12,3600.0,-0.2927068080675994,"(1, 25)"
127,13,3900.0,-1.412649050160952,"(1, 25)"
128,14,4200.0,-0.7148112448994792,"(1, 25)"
129,15,4500.0,-0.5442692750682323,"(1, 25)"
130,16,4800.0,-0.5722944809179766,"(1, 25)"
131,17,5100.0,-0.3131380611809108,"(1, 25)"
132,18,5400.0,0.2303163830987763,"(1, 25)"
133,19,5700.0,0.3333953204303195,"(1, 25)"
134,20,6000.0,0.4495028324114335,"(1, 25)"
135,21,6300.0,0.0216081847998099,"(1, 25)"
136,22,6600.0,0.1795307008539364,"(1, 25)"
137,23,6900.0,0.1385942104513636,"(1, 25)"
138,24,7200.0,0.4929351073296039,"(1, 25)"
139,25,7500.0,0.5246119551872691,"(1, 25)"
140,7,2100.0,0.82994844537838,"(1, 26)"
141,8,2400.0,0.5715302405236435,"(1, 26)"
142,9,2700.0,-0.2649267183777564,"(1, 26)"
143,10,3000.0,0.1575805642289282,"(1, 26)"
144,11,3300.0,0.1614785619222114,"(1, 26)"
145,12,3600.0,-0.2927068080675994,"(1, 26)"
146,13,3900.0,-1.412649050160952,"(1, 26)"
147,14,4200.0,-0.7148112448994792,"(1, 26)"
148,15,4500.0,-0.5442692750682323,"(1, 26)"
149,16,4800.0,-0.5722944809179766,"(1, 26)"
150,17,5100.0,-0.3131380611809108,"(1, 26)"
151,18,5400.0,0.2303163830987763,"(1, 26)"
152,19,5700.0,0.3333953204303195,"(1, 26)"
153,20,6000.0,0.4495028324114335,"(1, 26)"
154,21,6300.0,0.0216081847998099,"(1, 26)"
155,22,6600.0,0.1795307008539364,"(1, 26)"
156,23,6900.0,0.1385942104513636,"(1, 26)"
157,24,7200.0,0.4929351073296039,"(1, 26)"
158,25,7500.0,0.5246119551872691,"(1, 26)"
159,26,7800.0,0.4077521287217078,"(1, 26)"
160,8,2400.0,0.5715302405236435,"(1, 27)"
161,9,2700.0,-0.2649267183777564,"(1, 27)"
162,10,3000.0,0.1575805642289282,"(1, 27)"
163,11,3300.0,0.1614785619222114,"(1, 27)"
164,12,3600.0,-0.2927068080675994,"(1, 27)"
165,13,3900.0,-1.412649050160952,"(1, 27)"
166,14,4200.0,-0.7148112448994792,"(1, 27)"
167,15,4500.0,-0.5442692750682323,"(1, 27)"
168,16,4800.0,-0.5722944809179766,"(1, 27)"
169,17,5100.0,-0.3131380611809108,"(1, 27)"
170,18,5400.0,0.2303163830987763,"(1, 27)"
171,19,5700.0,0.3333953204303195,"(1, 27)"
172,20,6000.0,0.4495028324114335,"(1, 27)"
173,21,6300.0,0.0216081847998099,"(1, 27)"
174,22,6600.0,0.1795307008539364,"(1, 27)"
175,23,6900.0,0.1385942104513636,"(1, 27)"
176,24,7200.0,0.4929351073296039,"(1, 27)"
177,25,7500.0,0.5246119551872691,"(1, 27)"
178,26,7800.0,0.4077521287217078,"(1, 27)"
179,27,8100.0,0.5089945541421906,"(1, 27)"
180,9,2700.0,-0.2649267183777564,"(1, 28)"
181,10,3000.0,0.1575805642289282,"(1, 28)"
182,11,3300.0,0.1614785619222114,"(1, 28)"
183,12,3600.0,-0.2927068080675994,"(1, 28)"
184,13,3900.0,-1.412649050160952,"(1, 28)"
185,14,4200.0,-0.7148112448994792,"(1, 28)"
186,15,4500.0,-0.5442692750682323,"(1, 28)"
187,16,4800.0,-0.5722944809179766,"(1, 28)"
188,17,5100.0,-0.3131380611809108,"(1, 28)"
189,18,5400.0,0.2303163830987763,"(1, 28)"
190,19,5700.0,0.3333953204303195,"(1, 28)"
191,20,6000.0,0.4495028324114335,"(1, 28)"
192,21,6300.0,0.0216081847998099,"(1, 28)"
193,22,6600.0,0.1795307008539364,"(1, 28)"
194,23,6900.0,0.1385942104513636,"(1, 28)"
195,24,7200.0,0.4929351073296039,"(1, 28)"
196,25,7500.0,0.5246119551872691,"(1, 28)"
197,26,7800.0,0.4077521287217078,"(1, 28)"
198,27,8100.0,0.5089945541421906,"(1, 28)"
199,28,8400.0,0.7929483004880371,"(1, 28)"
200,10,3000.0,0.1575805642289282,"(1, 29)"
201,11,3300.0,0.1614785619222114,"(1, 29)"
202,12,3600.0,-0.2927068080675994,"(1, 29)"
203,13,3900.0,-1.412649050160952,"(1, 29)"
204,14,4200.0,-0.7148112448994792,"(1, 29)"
205,15,4500.0,-0.5442692750682323,"(1, 29)"
206,16,4800.0,-0.5722944809179766,"(1, 29)"
207,17,5100.0,-0.3131380611809108,"(1, 29)"
208,18,5400.0,0.2303163830987763,"(1, 29)"
209,19,5700.0,0.3333953204303195,"(1, 29)"
210,20,6000.0,0.4495028324114335,"(1, 29)"
211,21,6300.0,0.0216081847998099,"(1, 29)"
212,22,6600.0,0.1795307008539364,"(1, 29)"
213,23,6900.0,0.1385942104513636,"(1, 29)"
214,24,7200.0,0.4929351073296039,"(1, 29)"
215,25,7500.0,0.5246119551872691,"(1, 29)"
216,26,7800.0,0.4077521287217078,"(1, 29)"
217,27,8100.0,0.5089945541421906,"(1, 29)"
218,28,8400.0,0.7929483004880371,"(1, 29)"
219,29,8700.0,0.6882215689968592,"(1, 29)"
220,11,3300.0,0.1614785619222114,"(1, 30)"
221,12,3600.0,-0.2927068080675994,"(1, 30)"
222,13,3900.0,-1.412649050160952,"(1, 30)"
223,14,4200.0,-0.7148112448994792,"(1, 30)"
224,15,4500.0,-0.5442692750682323,"(1, 30)"
225,16,4800.0,-0.5722944809179766,"(1, 30)"
226,17,5100.0,-0.3131380611809108,"(1, 30)"
227,18,5400.0,0.2303163830987763,"(1, 30)"
228,19,5700.0,0.3333953204303195,"(1, 30)"
229,20,6000.0,0.4495028324114335,"(1, 30)"
230,21,6300.0,0.0216081847998099,"(1, 30)"
231,22,6600.0,0.1795307008539364,"(1, 30)"
232,23,6900.0,0.1385942104513636,"(1, 30)"
233,24,7200.0,0.4929351073296039,"(1, 30)"
234,25,7500.0,0.5246119551872691,"(1, 30)"
235,26,7800.0,0.4077521287217078,"(1, 30)"
236,27,8100.0,0.5089945541421906,"(1, 30)"
237,28,8400.0,0.7929483004880371,"(1, 30)"
238,29,8700.0,0.6882215689968592,"(1, 30)"
239,30,9000.0,0.585733265547452,"(1, 30)"
240,12,3600.0,-0.2927068080675994,"(1, 31)"
241,13,3900.0,-1.412649050160952,"(1, 31)"
242,14,4200.0,-0.7148112448994792,"(1, 31)"
243,15,4500.0,-0.5442692750682323,"(1, 31)"
244,16,4800.0,-0.5722944809179766,"(1, 31)"
245,17,5100.0,-0.3131380611809108,"(1, 31)"
246,18,5400.0,0.2303163830987763,"(1, 31)"
247,19,5700.0,0.3333953204303195,"(1, 31)"
248,20,6000.0,0.4495028324114335,"(1, 31)"
249,21,6300.0,0.0216081847998099,"(1, 31)"
250,22,6600.0,0.1795307008539364,"(1, 31)"
251,23,6900.0,0.1385942104513636,"(1, 31)"
252,24,7200.0,0.4929351073296039,"(1, 31)"
253,25,7500.0,0.5246119551872691,"(1, 31)"
254,26,7800.0,0.4077521287217078,"(1, 31)"
255,27,8100.0,0.5089945541421906,"(1, 31)"
256,28,8400.0,0.7929483004880371,"(1, 31)"
257,29,8700.0,0.6882215689968592,"(1, 31)"
258,30,9000.0,0.585733265547452,"(1, 31)"
259,31,9300.0,0.7624950192009996,"(1, 31)"
260,13,3900.0,-1.412649050160952,"(1, 32)"
261,14,4200.0,-0.7148112448994792,"(1, 32)"
262,15,4500.0,-0.5442692750682323,"(1, 32)"
263,16,4800.0,-0.5722944809179766,"(1, 32)"
264,17,5100.0,-0.3131380611809108,"(1, 32)"
265,18,5400.0,0.2303163830987763,"(1, 32)"
266,19,5700.0,0.3333953204303195,"(1, 32)"
267,20,6000.0,0.4495028324114335,"(1, 32)"
268,21,6300.0,0.0216081847998099,"(1, 32)"
269,22,6600.0,0.1795307008539364,"(1, 32)"
270,23,6900.0,0.1385942104513636,"(1, 32)"
271,24,7200.0,0.4929351073296039,"(1, 32)"
272,25,7500.0,0.5246119551872691,"(1, 32)"
273,26,7800.0,0.4077521287217078,"(1, 32)"
274,27,8100.0,0.5089945541421906,"(1, 32)"
275,28,8400.0,0.7929483004880371,"(1, 32)"
276,29,8700.0,0.6882215689968592,"(1, 32)"
277,30,9000.0,0.585733265547452,"(1, 32)"
278,31,9300.0,0.7624950192009996,"(1, 32)"
279,32,9600.0,0.7971606728263494,"(1, 32)"
280,14,4200.0,-0.7148112448994792,"(1, 33)"
281,15,4500.0,-0.5442692750682323,"(1, 33)"
282,16,4800.0,-0.5722944809179766,"(1, 33)"
283,17,5100.0,-0.3131380611809108,"(1, 33)"
284,18,5400.0,0.2303163830987763,"(1, 33)"
285,19,5700.0,0.3333953204303195,"(1, 33)"
286,20,6000.0,0.4495028324114335,"(1, 33)"
287,21,6300.0,0.0216081847998099,"(1, 33)"
288,22,6600.0,0.1795307008539364,"(1, 33)"
289,23,6900.0,0.1385942104513636,"(1, 33)"
290,24,7200.0,0.4929351073296039,"(1, 33)"
291,25,7500.0,0.5246119551872691,"(1, 33)"
292,26,7800.0,0.4077521287217078,"(1, 33)"
293,27,8100.0,0.5089945541421906,"(1, 33)"
294,28,8400.0,0.7929483004880371,"(1, 33)"
295,29,8700.0,0.6882215689968592,"(1, 33)"
296,30,9000.0,0.585733265547452,"(1, 33)"
297,31,9300.0,0.7624950192009996,"(1, 33)"
298,32,9600.0,0.7971606728263494,"(1, 33)"
299,33,9900.0,0.4851078139251508,"(1, 33)"
300,15,4500.0,-0.5442692750682323,"(1, 34)"
301,16,4800.0,-0.5722944809179766,"(1, 34)"
302,17,5100.0,-0.3131380611809108,"(1, 34)"
303,18,5400.0,0.2303163830987763,"(1, 34)"
304,19,5700.0,0.3333953204303195,"(1, 34)"
305,20,6000.0,0.4495028324114335,"(1, 34)"
306,21,6300.0,0.0216081847998099,"(1, 34)"
307,22,6600.0,0.1795307008539364,"(1, 34)"
308,23,6900.0,0.1385942104513636,"(1, 34)"
309,24,7200.0,0.4929351073296039,"(1, 34)"
310,25,7500.0,0.5246119551872691,"(1, 34)"
311,26,7800.0,0.4077521287217078,"(1, 34)"
312,27,8100.0,0.5089945541421906,"(1, 34)"
313,28,8400.0,0.7929483004880371,"(1, 34)"
314,29,8700.0,0.6882215689968592,"(1, 34)"
315,30,9000.0,0.585733265547452,"(1, 34)"
316,31,9300.0,0.7624950192009996,"(1, 34)"
317,32,9600.0,0.7971606728263494,"(1, 34)"
318,33,9900.0,0.4851078139251508,"(1, 34)"
319,34,10200.0,-0.1552826344423577,"(1, 34)"
320,16,4800.0,-0.5722944809179766,"(1, 35)"
321,17,5100.0,-0.3131380611809108,"(1, 35)"
322,18,5400.0,0.2303163830987763,"(1, 35)"
323,19,5700.0,0.3333953204303195,"(1, 35)"
324,20,6000.0,0.4495028324114335,"(1, 35)"
325,21,6300.0,0.0216081847998099,"(1, 35)"
326,22,6600.0,0.1795307008539364,"(1, 35)"
327,23,6900.0,0.1385942104513636,"(1, 35)"
328,24,7200.0,0.4929351073296039,"(1, 35)"
329,25,7500.0,0.5246119551872691,"(1, 35)"
330,26,7800.0,0.4077521287217078,"(1, 35)"
331,27,8100.0,0.5089945541421906,"(1, 35)"
332,28,8400.0,0.7929483004880371,"(1, 35)"
333,29,8700.0,0.6882215689968592,"(1, 35)"
334,30,9000.0,0.585733265547452,"(1, 35)"
335,31,9300.0,0.7624950192009996,"(1, 35)"
336,32,9600.0,0.7971606728263494,"(1, 35)"
337,33,9900.0,0.4851078139251508,"(1, 35)"
338,34,10200.0,-0.1552826344423577,"(1, 35)"
339,35,10500.0,0.9104633711003868,"(1, 35)"
340,17,5100.0,-0.3131380611809108,"(1, 36)"
341,18,5400.0,0.2303163830987763,"(1, 36)"
342,19,5700.0,0.3333953204303195,"(1, 36)"
343,20,6000.0,0.4495028324114335,"(1, 36)"
344,21,6300.0,0.0216081847998099,"(1, 36)"
345,22,6600.0,0.1795307008539364,"(1, 36)"
346,23,6900.0,0.1385942104513636,"(1, 36)"
347,24,7200.0,0.4929351073296039,"(1, 36)"
348,25,7500.0,0.5246119551872691,"(1, 36)"
349,26,7800.0,0.4077521287217078,"(1, 36)"
350,27,8100.0,0.5089945541421906,"(1, 36)"
351,28,8400.0,0.7929483004880371,"(1, 36)"
352,29,8700.0,0.6882215689968592,"(1, 36)"
353,30,9000.0,0.585733265547452,"(1, 36)"
354,31,9300.0,0.7624950192009996,"(1, 36)"
355,32,9600.0,0.7971606728263494,"(1, 36)"
356,33,9900.0,0.4851078139251508,"(1, 36)"
357,34,10200.0,-0.1552826344423577,"(1, 36)"
358,35,10500.0,0.9104633711003868,"(1, 36)"
359,36,10800.0,0.0905010099187037,"(1, 36)"
360,18,5400.0,0.2303163830987763,"(1, 37)"
361,19,5700.0,0.3333953204303195,"(1, 37)"
362,20,6000.0,0.4495028324114335,"(1, 37)"
363,21,6300.0,0.0216081847998099,"(1, 37)"
364,22,6600.0,0.1795307008539364,"(1, 37)"
365,23,6900.0,0.1385942104513636,"(1, 37)"
366,24,7200.0,0.4929351073296039,"(1, 37)"
367,25,7500.0,0.5246119551872691,"(1, 37)"
368,26,7800.0,0.4077521287217078,"(1, 37)"
369,27,8100.0,0.5089945541421906,"(1, 37)"
370,28,8400.0,0.7929483004880371,"(1, 37)"
371,29,8700.0,0.6882215689968592,"(1, 37)"
372,30,9000.0,0.585733265547452,"(1, 37)"
373,31,9300.0,0.7624950192009996,"(1, 37)"
374,32,9600.0,0.7971606728263494,"(1, 37)"
375,33,9900.0,0.4851078139251508,"(1, 37)"
376,34,10200.0,-0.1552826344423577,"(1, 37)"
377,35,10500.0,0.9104633711003868,"(1, 37)"
378,36,10800.0,0.0905010099187037,"(1, 37)"
379,37,11100.0,0.2209342599442585,"(1, 37)"
380,19,5700.0,0.3333953204303195,"(1, 38)"
381,20,6000.0,0.4495028324114335,"(1, 38)"
382,21,6300.0,0.0216081847998099,"(1, 38)"
383,22,6600.0,0.1795307008539364,"(1, 38)"
384,23,6900.0,0.1385942104513636,"(1, 38)"
385,24,7200.0,0.4929351073296039,"(1, 38)"
386,25,7500.0,0.5246119551872691,"(1, 38)"
387,26,7800.0,0.4077521287217078,"(1, 38)"
388,27,8100.0,0.5089945541421906,"(1, 38)"
389,28,8400.0,0.7929483004880371,"(1, 38)"
390,29,8700.0,0.6882215689968592,"(1, 38)"
391,30,9000.0,0.585733265547452,"(1, 38)"
392,31,9300.0,0.7624950192009996,"(1, 38)"
393,32,9600.0,0.7971606728263494,"(1, 38)"
394,33,9900.0,0.4851078139251508,"(1, 38)"
395,34,10200.0,-0.1552826344423577,"(1, 38)"
396,35,10500.0,0.9104633711003868,"(1, 38)"
397,36,10800.0,0.0905010099187037,"(1, 38)"
398,37,11100.0,0.2209342599442585,"(1, 38)"
399,38,11400.0,0.0310701024058744,"(1, 38)"
400,20,6000.0,0.4495028324114335,"(1, 39)"
401,21,6300.0,0.0216081847998099,"(1, 39)"
402,22,6600.0,0.1795307008539364,"(1, 39)"
403,23,6900.0,0.1385942104513636,"(1, 39)"
404,24,7200.0,0.4929351073296039,"(1, 39)"
405,25,7500.0,0.5246119551872691,"(1, 39)"
406,26,7800.0,0.4077521287217078,"(1, 39)"
407,27,8100.0,0.5089945541421906,"(1, 39)"
408,28,8400.0,0.7929483004880371,"(1, 39)"
409,29,8700.0,0.6882215689968592,"(1, 39)"
410,30,9000.0,0.585733265547452,"(1, 39)"
411,31,9300.0,0.7624950192009996,"(1, 39)"
412,32,9600.0,0.7971606728263494,"(1, 39)"
413,33,9900.0,0.4851078139251508,"(1, 39)"
414,34,10200.0,-0.1552826344423577,"(1, 39)"
415,35,10500.0,0.9104633711003868,"(1, 39)"
416,36,10800.0,0.0905010099187037,"(1, 39)"
417,37,11100.0,0.2209342599442585,"(1, 39)"
